call-detector,mixup-alpha,secondary-label-weights,valid2020,freefield1010,grouped-by-author,cnn,epoch,f1-score,timestamp
nnc,5,0.6,0,0,1,resnest50,88,0.4331,20220303090909.pth
nnc,5,0.6,0,0,1,resnest50,55,0.4328,20220303060107.pth
nnc,5,0.6,1,1,1,resnest50,64,0.4328,20220303170208.pth
nnc,5,0.6,0,0,1,resnest50,62,0.4325,20220303064105.pth
nnc,5,0.6,1,1,1,resnest50,59,0.4323,20220303163045.pth
nnc,5,0.6,1,1,1,resnest50,52,0.432,20220303154652.pth
nnc,5,0.6,1,1,1,resnest50,61,0.4317,20220303164319.pth
nnc,5,0.6,0,0,1,resnest50,78,0.4316,20220303081209.pth
nnc,5,0.6,0,0,1,resnest50,75,0.4314,20220303075502.pth
nnc,5,0.6,0,0,1,resnest50,84,0.4314,20220303084622.pth
nnc,5,0.6,1,1,1,resnest50,66,0.4314,20220303171441.pth
nnc,5,0.6,1,1,1,resnest50,55,0.4313,20220303160540.pth
nnc,5,0.6,0,0,1,resnest50,80,0.4308,20220303082332.pth
nnc,5,0.6,1,1,1,resnest50,44,0.4299,20220303145642.pth
nnc,5,0.6,1,1,1,resnest50,57,0.4299,20220303161812.pth
nnc,5,0.6,1,1,1,resnest50,53,0.4298,20220303155307.pth
nnc,5,0.6,1,1,1,resnest50,45,0.4296,20220303150300.pth
nnc,5,0.6,0,0,1,resnest50,58,0.4294,20220303061813.pth
nnc,5,0.6,0,0,1,resnest50,66,0.4276,20220303070351.pth
nnc,5,0.6,0,0,1,resnest50,36,0.4267,20220303041251.pth
nnc,5,0.6,0,0,1,resnest50,47,0.4264,20220303051531.pth
nnc,5,0.6,0,0,1,resnest50,64,0.4259,20220303065227.pth
nnc,5,0.6,0,0,1,resnest50,46,0.4257,20220303050948.pth
nnc,5,0.6,0,0,1,resnest50,61,0.4256,20220303063521.pth
nnc,5,0.6,0,0,1,resnest50,81,0.4251,20220303082914.pth
nnc,5,0.6,0,0,1,resnest50,57,0.4242,20220303061230.pth
nnc,5,0.6,0,0,1,resnest50,56,0.4227,20220303060650.pth
nnc,5,0.6,0,0,1,resnest50,73,0.4226,20220303074339.pth
nnc,5,0.6,0,1,1,resnest50,45,0.4273,20220313140152.pth
nnc,5,0.6,0,1,1,resnest50,47,0.4292,20220313141527.pth
nnc,5,0.6,0,1,1,resnest50,48,0.4242,20220313142213.pth
nnc,5,0.6,0,1,1,resnest50,49,0.4254,20220313142900.pth
nnc,5,0.6,0,1,1,resnest50,51,0.4309,20220313144231.pth
nnc,5,0.6,0,1,1,resnest50,53,0.4233,20220313145606.pth
nnc,5,0.6,0,1,1,resnest50,55,0.4373,20220313150933.pth
nnc,5,0.6,0,1,1,resnest50,56,0.4335,20220313151611.pth
nnc,5,0.6,0,1,1,resnest50,57,0.4417,20220313152251.pth
nnc,5,0.6,0,1,1,resnest50,58,0.4373,20220313152933.pth
nnc,5,0.6,0,1,1,resnest50,59,0.447,20220313153617.pth
nnc,5,0.6,0,1,1,resnest50,60,0.4453,20220313154303.pth
nnc,5,0.6,0,1,1,resnest50,61,0.4309,20220313154944.pth
nnc,5,0.6,0,1,1,resnest50,62,0.4375,20220313155630.pth
nnc,5,0.6,0,1,1,resnest50,63,0.4414,20220313160318.pth
nnc,5,0.6,0,1,1,resnest50,64,0.4341,20220313161005.pth
nnc,5,0.6,0,1,1,resnest50,66,0.4338,20220313162340.pth
nnc,5,0.6,0,1,1,resnest50,67,0.4382,20220313163024.pth
nnc,5,0.6,0,1,1,resnest50,68,0.4445,20220313163712.pth
nnc,5,0.6,0,1,1,resnest50,69,0.4458,20220313164351.pth
nnc,5,0.6,0,1,1,resnest50,70,0.4371,20220313165036.pth
nnc,5,0.6,0,1,1,resnest50,71,0.4392,20220313165717.pth
nnc,5,0.6,0,1,1,resnest50,72,0.4324,20220313170359.pth
nnc,5,0.6,0,1,1,resnest50,73,0.4339,20220313171048.pth
nnc,5,0.6,0,1,1,resnest50,74,0.4398,20220313171725.pth
nnc,5,0.6,0,1,1,resnest50,75,0.4361,20220313172415.pth
nnc,5,0.6,0,1,1,resnest50,76,0.4363,20220313173051.pth
nnc,5,0.6,0,1,1,resnest50,77,0.436,20220313173736.pth
nnc,5,0.6,0,1,1,resnest50,78,0.4398,20220313174425.pth
nnc,5,0.6,0,1,1,resnest50,79,0.4426,20220313175115.pth
nnc,5,0.6,0,1,1,resnest50,80,0.4362,20220313175753.pth
nnc,5,0.6,0,1,1,resnest50,81,0.4359,20220313180426.pth
nnc,5,0.6,0,1,1,resnest50,82,0.4478,20220313181105.pth
nnc,5,0.6,0,1,1,resnest50,83,0.442,20220313181748.pth
nnc,5,0.6,0,1,1,resnest50,84,0.4418,20220313182432.pth
nnc,5,0.6,0,1,1,resnest50,85,0.4418,20220313183118.pth
nnc,5,0.6,0,1,1,resnest50,86,0.4471,20220313183807.pth
nnc,5,0.6,0,1,1,resnest50,87,0.4431,20220313184454.pth
nnc,5,0.6,0,1,1,resnest50,88,0.4433,20220313185142.pth
nnc,5,0.6,0,1,1,resnest50,89,0.4447,20220313185831.pth
nnc,5,0.6,0,1,1,resnest50,90,0.4426,20220313190519.pth
nnc,5,0.6,0,1,1,resnest50,91,0.4436,20220313191205.pth
nnc,5,0.6,0,1,1,resnest50,92,0.4437,20220313191852.pth
nnc,5,0.6,0,1,1,resnest50,93,0.4414,20220313192539.pth
nnc,5,0.6,0,1,1,resnest50,94,0.4425,20220313193229.pth
nnc,5,0.6,0,1,1,resnest50,95,0.4413,20220313193916.pth
nnc,5,0.6,0,1,1,resnest50,96,0.4442,20220313194605.pth
nnc,5,0.6,0,1,1,resnest50,97,0.4428,20220313195254.pth
nnc,5,0.6,0,1,1,resnest50,98,0.4446,20220313195941.pth
nnc,5,0.6,0,1,1,resnest50,99,0.4445,20220313200629.pth
nnc,5,0.6,1,0,1,resnest50,45,0.4309,20220314005728.pth
nnc,5,0.6,1,0,1,resnest50,46,0.4365,20220314010344.pth
nnc,5,0.6,1,0,1,resnest50,47,0.4335,20220314011000.pth
nnc,5,0.6,1,0,1,resnest50,49,0.4291,20220314012234.pth
nnc,5,0.6,1,0,1,resnest50,51,0.4308,20220314013510.pth
nnc,5,0.6,1,0,1,resnest50,52,0.4334,20220314014132.pth
nnc,5,0.6,1,0,1,resnest50,53,0.4286,20220314014754.pth
nnc,5,0.6,1,0,1,resnest50,55,0.4317,20220314020036.pth
nnc,5,0.6,1,0,1,resnest50,57,0.4318,20220314021318.pth
nnc,5,0.6,1,0,1,resnest50,58,0.4349,20220314021939.pth
nnc,5,0.6,1,0,1,resnest50,59,0.4367,20220314022559.pth
nnc,5,0.6,1,0,1,resnest50,60,0.4359,20220314023220.pth
nnc,5,0.6,1,0,1,resnest50,61,0.4305,20220314023840.pth
nnc,5,0.6,1,0,1,resnest50,62,0.4308,20220314024459.pth
nnc,5,0.6,1,0,1,resnest50,64,0.4358,20220314025738.pth
nnc,5,0.6,1,0,1,resnest50,65,0.4352,20220314030358.pth
nnc,5,0.6,1,0,1,resnest50,66,0.4329,20220314031019.pth
nnc,5,0.6,1,0,1,resnest50,67,0.4391,20220314031639.pth
nnc,5,0.6,1,0,1,resnest50,68,0.4394,20220314032258.pth
nnc,5,0.6,1,0,1,resnest50,69,0.4328,20220314032916.pth
nnc,5,0.6,1,0,1,resnest50,70,0.4368,20220314033536.pth
nnc,5,0.6,1,0,1,resnest50,71,0.4398,20220314034155.pth
nnc,5,0.6,1,0,1,resnest50,72,0.4333,20220314034816.pth
nnc,5,0.6,1,0,1,resnest50,73,0.4368,20220314035435.pth
nnc,5,0.6,1,0,1,resnest50,74,0.4417,20220314040053.pth
nnc,5,0.6,1,0,1,resnest50,75,0.4451,20220314040713.pth
nnc,5,0.6,1,0,1,resnest50,76,0.4391,20220314041332.pth
nnc,5,0.6,1,0,1,resnest50,77,0.4446,20220314041951.pth
nnc,5,0.6,1,0,1,resnest50,78,0.4393,20220314042611.pth
nnc,5,0.6,1,0,1,resnest50,79,0.4464,20220314043231.pth
nnc,5,0.6,1,0,1,resnest50,80,0.4452,20220314043849.pth
nnc,5,0.6,1,0,1,resnest50,81,0.4468,20220314044506.pth
nnc,5,0.6,1,0,1,resnest50,82,0.4413,20220314045114.pth
nnc,5,0.6,1,0,1,resnest50,83,0.4409,20220314045713.pth
nnc,5,0.6,1,0,1,resnest50,84,0.4373,20220314050312.pth
nnc,5,0.6,1,0,1,resnest50,85,0.4355,20220314050910.pth
nnc,5,0.6,1,0,1,resnest50,86,0.4376,20220314051510.pth
nnc,5,0.6,1,0,1,resnest50,87,0.4439,20220314052109.pth
nnc,5,0.6,1,0,1,resnest50,88,0.4406,20220314052708.pth
nnc,5,0.6,1,0,1,resnest50,89,0.4418,20220314053306.pth
nnc,5,0.6,1,0,1,resnest50,90,0.4431,20220314053905.pth
nnc,5,0.6,1,0,1,resnest50,91,0.4464,20220314054504.pth
nnc,5,0.6,1,0,1,resnest50,92,0.4417,20220314055102.pth
nnc,5,0.6,1,0,1,resnest50,93,0.4496,20220314055700.pth
nnc,5,0.6,1,0,1,resnest50,94,0.4361,20220314060259.pth
nnc,5,0.6,1,0,1,resnest50,95,0.4427,20220314060858.pth
nnc,5,0.6,1,0,1,resnest50,96,0.4427,20220314061456.pth
nnc,5,0.6,1,0,1,resnest50,97,0.4397,20220314062056.pth
nnc,5,0.6,1,0,1,resnest50,98,0.446,20220314062654.pth
nnc,5,0.6,1,0,1,resnest50,99,0.4447,20220314063251.pth
nc,5,0.6,0,1,1,resnest50,40,0.3905,20220312153604.pth
nc,5,0.6,0,1,1,resnest50,45,0.3962,20220312161030.pth
nc,5,0.6,0,1,1,resnest50,48,0.3946,20220312163144.pth
nc,5,0.6,0,1,1,resnest50,50,0.3884,20220312164549.pth
nc,5,0.6,0,1,1,resnest50,51,0.3898,20220312165247.pth
nc,5,0.6,0,1,1,resnest50,53,0.3935,20220312170644.pth
nc,5,0.6,0,1,1,resnest50,54,0.3953,20220312171342.pth
nc,5,0.6,0,1,1,resnest50,55,0.3916,20220312172031.pth
nc,5,0.6,0,1,1,resnest50,56,0.3897,20220312172717.pth
nc,5,0.6,0,1,1,resnest50,57,0.4002,20220312173415.pth
nc,5,0.6,0,1,1,resnest50,58,0.3962,20220312174116.pth
nc,5,0.6,0,1,1,resnest50,59,0.4042,20220312174817.pth
nc,5,0.6,0,1,1,resnest50,60,0.3937,20220312175520.pth
nc,5,0.6,0,1,1,resnest50,62,0.3876,20220312180919.pth
nc,5,0.6,0,1,1,resnest50,63,0.3953,20220312181620.pth
nc,5,0.6,0,1,1,resnest50,64,0.3899,20220312182319.pth
nc,5,0.6,0,1,1,resnest50,66,0.3971,20220312183715.pth
nc,5,0.6,0,1,1,resnest50,67,0.3992,20220312184408.pth
nc,5,0.6,0,1,1,resnest50,68,0.4057,20220312185105.pth
nc,5,0.6,0,1,1,resnest50,69,0.4014,20220312185803.pth
nc,5,0.6,0,1,1,resnest50,70,0.4032,20220312190503.pth
nc,5,0.6,0,1,1,resnest50,71,0.3985,20220312191203.pth
nc,5,0.6,0,1,1,resnest50,72,0.3996,20220312191906.pth
nc,5,0.6,0,1,1,resnest50,73,0.3957,20220312192607.pth
nc,5,0.6,0,1,1,resnest50,74,0.4031,20220312193308.pth
nc,5,0.6,0,1,1,resnest50,75,0.4015,20220312194010.pth
nc,5,0.6,0,1,1,resnest50,76,0.4018,20220312194712.pth
nc,5,0.6,0,1,1,resnest50,77,0.3959,20220312195414.pth
nc,5,0.6,0,1,1,resnest50,78,0.4104,20220312200116.pth
nc,5,0.6,0,1,1,resnest50,79,0.4016,20220312200818.pth
nc,5,0.6,0,1,1,resnest50,80,0.4065,20220312201518.pth
nc,5,0.6,0,1,1,resnest50,81,0.4003,20220312202219.pth
nc,5,0.6,0,1,1,resnest50,82,0.4054,20220312202920.pth
nc,5,0.6,0,1,1,resnest50,83,0.4012,20220312203621.pth
nc,5,0.6,0,1,1,resnest50,84,0.4039,20220312204320.pth
nc,5,0.6,0,1,1,resnest50,85,0.4022,20220312205021.pth
nc,5,0.6,0,1,1,resnest50,86,0.409,20220312205721.pth
nc,5,0.6,0,1,1,resnest50,87,0.4006,20220312210421.pth
nc,5,0.6,0,1,1,resnest50,88,0.4087,20220312211122.pth
nc,5,0.6,0,1,1,resnest50,89,0.4077,20220312211822.pth
nc,5,0.6,0,1,1,resnest50,90,0.4054,20220312212522.pth
nc,5,0.6,0,1,1,resnest50,91,0.4059,20220312213222.pth
nc,5,0.6,0,1,1,resnest50,92,0.4013,20220312213923.pth
nc,5,0.6,0,1,1,resnest50,93,0.4055,20220312214614.pth
nc,5,0.6,0,1,1,resnest50,94,0.3999,20220312215307.pth
nc,5,0.6,0,1,1,resnest50,95,0.3997,20220312220004.pth
nc,5,0.6,0,1,1,resnest50,96,0.4013,20220312220703.pth
nc,5,0.6,0,1,1,resnest50,97,0.4026,20220312221400.pth
nc,5,0.6,0,1,1,resnest50,98,0.4019,20220312222056.pth
nc,5,0.6,0,1,1,resnest50,99,0.4075,20220312222756.pth
nc,5,0.6,1,0,1,resnest50,39,0.3784,20220313023729.pth
nc,5,0.6,1,0,1,resnest50,46,0.3766,20220313032107.pth
nc,5,0.6,1,0,1,resnest50,47,0.383,20220313032718.pth
nc,5,0.6,1,0,1,resnest50,49,0.3852,20220313033940.pth
nc,5,0.6,1,0,1,resnest50,51,0.3818,20220313035204.pth
nc,5,0.6,1,0,1,resnest50,52,0.3848,20220313035815.pth
nc,5,0.6,1,0,1,resnest50,54,0.3773,20220313041040.pth
nc,5,0.6,1,0,1,resnest50,55,0.3815,20220313041651.pth
nc,5,0.6,1,0,1,resnest50,56,0.3741,20220313042302.pth
nc,5,0.6,1,0,1,resnest50,57,0.3731,20220313042914.pth
nc,5,0.6,1,0,1,resnest50,59,0.3793,20220313044135.pth
nc,5,0.6,1,0,1,resnest50,60,0.3794,20220313044745.pth
nc,5,0.6,1,0,1,resnest50,62,0.3829,20220313050010.pth
nc,5,0.6,1,0,1,resnest50,63,0.3878,20220313050625.pth
nc,5,0.6,1,0,1,resnest50,64,0.3801,20220313051241.pth
nc,5,0.6,1,0,1,resnest50,65,0.379,20220313051853.pth
nc,5,0.6,1,0,1,resnest50,66,0.3865,20220313052507.pth
nc,5,0.6,1,0,1,resnest50,67,0.3818,20220313053120.pth
nc,5,0.6,1,0,1,resnest50,68,0.3908,20220313053733.pth
nc,5,0.6,1,0,1,resnest50,69,0.3882,20220313054345.pth
nc,5,0.6,1,0,1,resnest50,70,0.3871,20220313054956.pth
nc,5,0.6,1,0,1,resnest50,71,0.3839,20220313055608.pth
nc,5,0.6,1,0,1,resnest50,72,0.3875,20220313060222.pth
nc,5,0.6,1,0,1,resnest50,73,0.3776,20220313060836.pth
nc,5,0.6,1,0,1,resnest50,74,0.3948,20220313061446.pth
nc,5,0.6,1,0,1,resnest50,75,0.3974,20220313062101.pth
nc,5,0.6,1,0,1,resnest50,76,0.3857,20220313062716.pth
nc,5,0.6,1,0,1,resnest50,77,0.3843,20220313063331.pth
nc,5,0.6,1,0,1,resnest50,78,0.3828,20220313063945.pth
nc,5,0.6,1,0,1,resnest50,79,0.3907,20220313064601.pth
nc,5,0.6,1,0,1,resnest50,80,0.3939,20220313065215.pth
nc,5,0.6,1,0,1,resnest50,81,0.393,20220313065829.pth
nc,5,0.6,1,0,1,resnest50,82,0.3981,20220313070443.pth
nc,5,0.6,1,0,1,resnest50,83,0.3841,20220313071059.pth
nc,5,0.6,1,0,1,resnest50,84,0.3883,20220313071713.pth
nc,5,0.6,1,0,1,resnest50,85,0.3826,20220313072327.pth
nc,5,0.6,1,0,1,resnest50,86,0.3851,20220313072942.pth
nc,5,0.6,1,0,1,resnest50,87,0.3884,20220313073554.pth
nc,5,0.6,1,0,1,resnest50,88,0.3881,20220313074209.pth
nc,5,0.6,1,0,1,resnest50,89,0.3903,20220313074822.pth
nc,5,0.6,1,0,1,resnest50,90,0.3875,20220313075436.pth
nc,5,0.6,1,0,1,resnest50,91,0.394,20220313080049.pth
nc,5,0.6,1,0,1,resnest50,92,0.3896,20220313080703.pth
nc,5,0.6,1,0,1,resnest50,93,0.4007,20220313081316.pth
nc,5,0.6,1,0,1,resnest50,94,0.3844,20220313081927.pth
nc,5,0.6,1,0,1,resnest50,95,0.385,20220313082540.pth
nc,5,0.6,1,0,1,resnest50,96,0.3861,20220313083153.pth
nc,5,0.6,1,0,1,resnest50,97,0.3842,20220313083804.pth
nc,5,0.6,1,0,1,resnest50,98,0.3897,20220313084415.pth
nc,5,0.6,1,0,1,resnest50,99,0.3864,20220313085027.pth
nc,0.5,0.6,0,0,0,resnest50,31,0.5245,20220315010441.pth
nc,0.5,0.6,0,0,0,resnest50,37,0.5226,20220315014358.pth
nc,0.5,0.6,0,0,0,resnest50,41,0.5314,20220315021007.pth
nc,0.5,0.6,0,0,0,resnest50,42,0.5371,20220315021641.pth
nc,0.5,0.6,0,0,0,resnest50,44,0.5343,20220315022947.pth
nc,0.5,0.6,0,0,0,resnest50,48,0.5282,20220315025601.pth
nc,0.5,0.6,0,0,0,resnest50,49,0.5268,20220315030236.pth
nc,0.5,0.6,0,0,0,resnest50,51,0.5247,20220315031545.pth
nc,0.5,0.6,0,0,0,resnest50,53,0.5399,20220315032856.pth
nc,0.5,0.6,0,0,0,resnest50,55,0.5225,20220315034146.pth
nc,0.5,0.6,0,0,0,resnest50,56,0.5404,20220315034800.pth
nc,0.5,0.6,0,0,0,resnest50,57,0.5324,20220315035417.pth
nc,0.5,0.6,0,0,0,resnest50,58,0.5275,20220315040030.pth
nc,0.5,0.6,0,0,0,resnest50,60,0.5263,20220315041300.pth
nc,0.5,0.6,0,0,0,resnest50,61,0.5284,20220315041914.pth
nc,0.5,0.6,0,0,0,resnest50,62,0.5248,20220315042528.pth
nc,0.5,0.6,0,0,0,resnest50,64,0.5284,20220315043756.pth
nc,0.5,0.6,0,0,0,resnest50,65,0.5288,20220315044409.pth
nc,0.5,0.6,0,0,0,resnest50,66,0.5316,20220315045022.pth
nc,0.5,0.6,0,0,0,resnest50,68,0.5236,20220315050249.pth
nc,0.5,0.6,0,0,0,resnest50,69,0.5432,20220315050901.pth
nc,0.5,0.6,0,0,0,resnest50,70,0.536,20220315051513.pth
nc,0.5,0.6,0,0,0,resnest50,71,0.5286,20220315052126.pth
nc,0.5,0.6,0,0,0,resnest50,72,0.523,20220315052741.pth
nc,0.5,0.6,0,0,0,resnest50,73,0.5331,20220315053352.pth
nc,0.5,0.6,0,0,0,resnest50,74,0.5269,20220315054005.pth
nc,0.5,0.6,0,0,0,resnest50,75,0.5249,20220315054618.pth
nc,0.5,0.6,0,0,0,resnest50,76,0.5472,20220315055231.pth
nc,0.5,0.6,0,0,0,resnest50,77,0.5221,20220315055843.pth
nc,0.5,0.6,0,0,0,resnest50,79,0.5258,20220315061108.pth
nc,0.5,0.6,0,0,0,resnest50,80,0.5319,20220315061722.pth
nc,0.5,0.6,0,0,0,resnest50,81,0.5355,20220315062336.pth
nc,0.5,0.6,0,0,0,resnest50,82,0.5328,20220315062948.pth
nc,0.5,0.6,0,0,0,resnest50,83,0.5264,20220315063602.pth
nc,0.5,0.6,0,0,0,resnest50,84,0.529,20220315064214.pth
nc,0.5,0.6,0,0,0,resnest50,85,0.5365,20220315064828.pth
nc,0.5,0.6,0,0,0,resnest50,86,0.535,20220315065439.pth
nc,0.5,0.6,0,0,0,resnest50,87,0.5305,20220315070055.pth
nc,0.5,0.6,0,0,0,resnest50,88,0.5259,20220315070707.pth
nc,0.5,0.6,0,0,0,resnest50,89,0.5206,20220315071321.pth
nc,0.5,0.6,0,0,0,resnest50,90,0.5408,20220315071934.pth
nc,0.5,0.6,0,0,0,resnest50,91,0.5321,20220315072548.pth
nc,0.5,0.6,0,0,0,resnest50,92,0.5352,20220315073200.pth
nc,0.5,0.6,0,0,0,resnest50,93,0.522,20220315073813.pth
nc,0.5,0.6,0,0,0,resnest50,94,0.5359,20220315074428.pth
nc,0.5,0.6,0,0,0,resnest50,95,0.5315,20220315075041.pth
nc,0.5,0.6,0,0,0,resnest50,96,0.524,20220315075654.pth
nc,0.5,0.6,0,0,0,resnest50,97,0.5359,20220315080307.pth
nc,0.5,0.6,0,0,0,resnest50,98,0.5277,20220315080920.pth
nc,0.5,0.6,0,0,0,resnest50,99,0.5226,20220315081533.pth
nc,0.5,0.6,0,0,1,resnest50,24,0.376,20220315104742.pth
nc,0.5,0.6,0,0,1,resnest50,25,0.3726,20220315105345.pth
nc,0.5,0.6,0,0,1,resnest50,29,0.3726,20220315111754.pth
nc,0.5,0.6,0,0,1,resnest50,31,0.3876,20220315112956.pth
nc,0.5,0.6,0,0,1,resnest50,34,0.382,20220315114744.pth
nc,0.5,0.6,0,0,1,resnest50,38,0.3748,20220315121105.pth
nc,0.5,0.6,0,0,1,resnest50,40,0.3708,20220315122248.pth
nc,0.5,0.6,0,0,1,resnest50,46,0.3737,20220315125748.pth
nc,0.5,0.6,0,0,1,resnest50,49,0.3774,20220315131518.pth
nc,0.5,0.6,0,0,1,resnest50,50,0.3725,20220315132109.pth
nc,0.5,0.6,0,0,1,resnest50,52,0.3849,20220315133251.pth
nc,0.5,0.6,0,0,1,resnest50,53,0.3769,20220315133843.pth
nc,0.5,0.6,0,0,1,resnest50,54,0.3783,20220315134432.pth
nc,0.5,0.6,0,0,1,resnest50,55,0.3735,20220315135023.pth
nc,0.5,0.6,0,0,1,resnest50,57,0.3796,20220315140204.pth
nc,0.5,0.6,0,0,1,resnest50,60,0.3751,20220315141935.pth
nc,0.5,0.6,0,0,1,resnest50,61,0.3709,20220315142528.pth
nc,0.5,0.6,0,0,1,resnest50,62,0.3846,20220315143119.pth
nc,0.5,0.6,0,0,1,resnest50,65,0.3748,20220315144855.pth
nc,0.5,0.6,0,0,1,resnest50,66,0.374,20220315145445.pth
nc,0.5,0.6,0,0,1,resnest50,67,0.3766,20220315150035.pth
nc,0.5,0.6,0,0,1,resnest50,68,0.3758,20220315150626.pth
nc,0.5,0.6,0,0,1,resnest50,69,0.392,20220315151217.pth
nc,0.5,0.6,0,0,1,resnest50,70,0.3786,20220315151810.pth
nc,0.5,0.6,0,0,1,resnest50,71,0.3754,20220315152400.pth
nc,0.5,0.6,0,0,1,resnest50,72,0.3736,20220315152951.pth
nc,0.5,0.6,0,0,1,resnest50,73,0.385,20220315153541.pth
nc,0.5,0.6,0,0,1,resnest50,74,0.3736,20220315154133.pth
nc,0.5,0.6,0,0,1,resnest50,75,0.3727,20220315154722.pth
nc,0.5,0.6,0,0,1,resnest50,76,0.3749,20220315155312.pth
nc,0.5,0.6,0,0,1,resnest50,78,0.373,20220315160455.pth
nc,0.5,0.6,0,0,1,resnest50,79,0.3759,20220315161046.pth
nc,0.5,0.6,0,0,1,resnest50,81,0.3695,20220315162228.pth
nc,0.5,0.6,0,0,1,resnest50,82,0.3787,20220315162818.pth
nc,0.5,0.6,0,0,1,resnest50,83,0.3741,20220315163409.pth
nc,0.5,0.6,0,0,1,resnest50,84,0.3781,20220315164001.pth
nc,0.5,0.6,0,0,1,resnest50,85,0.3742,20220315164547.pth
nc,0.5,0.6,0,0,1,resnest50,86,0.3844,20220315165131.pth
nc,0.5,0.6,0,0,1,resnest50,87,0.3786,20220315165732.pth
nc,0.5,0.6,0,0,1,resnest50,88,0.374,20220315170334.pth
nc,0.5,0.6,0,0,1,resnest50,89,0.3816,20220315170935.pth
nc,0.5,0.6,0,0,1,resnest50,90,0.3796,20220315171537.pth
nc,0.5,0.6,0,0,1,resnest50,91,0.3742,20220315172138.pth
nc,0.5,0.6,0,0,1,resnest50,93,0.3812,20220315173337.pth
nc,0.5,0.6,0,0,1,resnest50,94,0.3684,20220315173936.pth
nc,0.5,0.6,0,0,1,resnest50,95,0.3742,20220315174532.pth
nc,0.5,0.6,0,0,1,resnest50,96,0.3762,20220315175128.pth
nc,0.5,0.6,0,0,1,resnest50,97,0.3874,20220315175725.pth
nc,0.5,0.6,0,0,1,resnest50,98,0.3773,20220315180320.pth
nc,0.5,0.6,0,0,1,resnest50,99,0.3848,20220315180916.pth
nc,0.5,0.6,1,1,1,resnest50,25,0.3717,20220315210436.pth
nc,0.5,0.6,1,1,1,resnest50,29,0.3806,20220315213111.pth
nc,0.5,0.6,1,1,1,resnest50,30,0.3834,20220315213750.pth
nc,0.5,0.6,1,1,1,resnest50,33,0.3806,20220315215708.pth
nc,0.5,0.6,1,1,1,resnest50,34,0.3768,20220315220326.pth
nc,0.5,0.6,1,1,1,resnest50,36,0.3763,20220315221600.pth
nc,0.5,0.6,1,1,1,resnest50,40,0.3734,20220315224149.pth
nc,0.5,0.6,1,1,1,resnest50,43,0.3815,20220315230219.pth
nc,0.5,0.6,1,1,1,resnest50,44,0.3733,20220315230910.pth
nc,0.5,0.6,1,1,1,resnest50,45,0.3756,20220315231559.pth
nc,0.5,0.6,1,1,1,resnest50,50,0.3813,20220315235011.pth
nc,0.5,0.6,1,1,1,resnest50,52,0.3817,20220316000321.pth
nc,0.5,0.6,1,1,1,resnest50,54,0.3736,20220316001613.pth
nc,0.5,0.6,1,1,1,resnest50,55,0.3764,20220316002258.pth
nc,0.5,0.6,1,1,1,resnest50,56,0.3824,20220316002922.pth
nc,0.5,0.6,1,1,1,resnest50,57,0.3745,20220316003546.pth
nc,0.5,0.6,1,1,1,resnest50,58,0.3743,20220316004210.pth
nc,0.5,0.6,1,1,1,resnest50,60,0.3847,20220316005455.pth
nc,0.5,0.6,1,1,1,resnest50,61,0.3805,20220316010116.pth
nc,0.5,0.6,1,1,1,resnest50,62,0.3784,20220316010737.pth
nc,0.5,0.6,1,1,1,resnest50,63,0.3878,20220316011408.pth
nc,0.5,0.6,1,1,1,resnest50,65,0.3734,20220316012740.pth
nc,0.5,0.6,1,1,1,resnest50,67,0.3734,20220316014115.pth
nc,0.5,0.6,1,1,1,resnest50,70,0.3823,20220316020130.pth
nc,0.5,0.6,1,1,1,resnest50,71,0.3772,20220316020817.pth
nc,0.5,0.6,1,1,1,resnest50,73,0.3932,20220316022151.pth
nc,0.5,0.6,1,1,1,resnest50,74,0.3718,20220316022838.pth
nc,0.5,0.6,1,1,1,resnest50,75,0.3743,20220316023525.pth
nc,0.5,0.6,1,1,1,resnest50,77,0.3792,20220316024857.pth
nc,0.5,0.6,1,1,1,resnest50,78,0.3753,20220316025543.pth
nc,0.5,0.6,1,1,1,resnest50,79,0.3822,20220316030230.pth
nc,0.5,0.6,1,1,1,resnest50,80,0.3777,20220316030917.pth
nc,0.5,0.6,1,1,1,resnest50,81,0.3724,20220316031559.pth
nc,0.5,0.6,1,1,1,resnest50,82,0.376,20220316032240.pth
nc,0.5,0.6,1,1,1,resnest50,83,0.3758,20220316032920.pth
nc,0.5,0.6,1,1,1,resnest50,84,0.3891,20220316033559.pth
nc,0.5,0.6,1,1,1,resnest50,85,0.3776,20220316034239.pth
nc,0.5,0.6,1,1,1,resnest50,86,0.3866,20220316034919.pth
nc,0.5,0.6,1,1,1,resnest50,87,0.3759,20220316035602.pth
nc,0.5,0.6,1,1,1,resnest50,88,0.3869,20220316040241.pth
nc,0.5,0.6,1,1,1,resnest50,89,0.3816,20220316040920.pth
nc,0.5,0.6,1,1,1,resnest50,90,0.3901,20220316041601.pth
nc,0.5,0.6,1,1,1,resnest50,91,0.3776,20220316042240.pth
nc,0.5,0.6,1,1,1,resnest50,92,0.3718,20220316042919.pth
nc,0.5,0.6,1,1,1,resnest50,93,0.3809,20220316043558.pth
nc,0.5,0.6,1,1,1,resnest50,94,0.3889,20220316044235.pth
nc,0.5,0.6,1,1,1,resnest50,95,0.3776,20220316044913.pth
nc,0.5,0.6,1,1,1,resnest50,96,0.3798,20220316045552.pth
